Racism and STEM  (All Fields) and 1997-2024 (Publication Years)
Timespan: 1997-2024. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Understanding the Associations among Social Vulnerabilities, Indigenous Peoples, and COVID-19 Cases within Canadian Health Regions","Huyser, Kimberly R.; Horse, Aggie J. Yellow; Collins, Katherine A.; Fischer, Jaimy; Jessome, Mary G.; Ronayne, Emma T.; Lin, Jonathan C.; Derkson, Jordan; Johnson-Jennings, Michelle","","","","INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH","OCT 2022","2022","19","19","","","","","","12409","10.3390/ijerph191912409","","","7","2.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5"
"Healthcare Workers From Diverse Ethnicities and Their Perceptions of Risk and Experiences of Risk Management During the COVID-19 Pandemic: Qualitative Insights From the United Kingdom-REACH Study","Qureshi, Irtiza; Gogoi, Mayuri; Wobi, Fatimah; Chaloner, Jonathan; Al-Oraibi, Amani; Hassan, Osama; Pan, Daniel; Nellums, Laura B.; Pareek, Manish; United Kingdom-REACH Collaborative Grp","","","","FRONTIERS IN MEDICINE","JUL 1 2022","2022","9","","","","","","","930904","10.3389/fmed.2022.930904","","","7","2.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","1"
"Innovative Directions to Advance Mental Health Disparities Research","Barksdale, Crystal L.; Perez-Stable, Eliseo; Gordon, Joshua","","","","AMERICAN JOURNAL OF PSYCHIATRY","JUN 2022","2022","179","6","","","","397","401","","10.1176/appi.ajp.21100972","","","7","2.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","0"
"A QUEER OF COLOR CHALLENGE TO NEUTRALITY IN UNDERGRADUATE STEM PEDAGOGY AS A WHITE, CISHETEROPATRIARCHAL SPACE","Leyva, Luis A.; McNeill, R. Taylor; Duran, Antonio","","","","JOURNAL OF WOMEN AND MINORITIES IN SCIENCE AND ENGINEERING","2022","2022","28","2","","","SI","79","94","","","","","7","2.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","1"
"Advancing Equity and Inclusion in Microbiome Research and Training","Foxx, Alicia J.; Melendez, Karla P. Franco; Hariharan, Janani; Kozik, Ariangela J.; Wattenburger, Cassandra J.; Godoy-Vitorino, Filipa; Rivers, Adam R.","","","","MSYSTEMS","SEP-OCT 2021","2021","6","5","","","","","","e01151-21","10.1128/mSystems.01151-21","","","7","1.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","0"
"The COVID-19 Vaccine and the Black Community: Addressing the Justified Questions","Laurencin, Cato T.; Valantine, Hannah; Yancy, Clyde; Jones, Camara Phyllis; Bright, Cedric","","","","JOURNAL OF RACIAL AND ETHNIC HEALTH DISPARITIES","AUG 2021","2021","8","4","","","","809","820","","10.1007/s40615-021-01082-9","","","7","1.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","0"
"Toward an Abolitionist Practice of Psychology: Reimagining Psychology's Relationship With the Criminal Justice System","Klukoff, Hannah; Kanani, Haleh; Gaglione, Claire; Alexander, Apryl","","","","JOURNAL OF HUMANISTIC PSYCHOLOGY","JUL 2021","2021","61","4","","","","451","469","00221678211015755","10.1177/00221678211015755","","","7","1.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","0"
"Obstetrics and Gynecology and Reparations: The Debt We Owe (and Continue to Accumulate)","Swanson, Megan L.; Whetstone, Sara; Illangasekare, Tushani; Autry, Amy (Meg)","","","","HEALTH EQUITY","MAY 1 2021","2021","5","1","","","","353","355","","10.1089/heq.2021.0015","","","7","1.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","0"
"'Fair and square': what do students think about the ethnicity degree awarding gap?","Wong, Billy; ElMorally, Reham; Copsey-Blake, Meggie","","","","JOURNAL OF FURTHER AND HIGHER EDUCATION","2021","2021","45","8","","","","1147","1161","","10.1080/0309877X.2021.1932773","","","7","1.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1"
"Walking together to create harmony in research A Murri woman's approach to Indigenous research methodology","Coombes, Julieann; Ryder, Courtney","","","","QUALITATIVE RESEARCH IN ORGANIZATIONS AND MANAGEMENT","MAR 9 2020","2020","15","1","","","SI","58","67","","10.1108/QROM-07-2018-1657","","","7","1.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","2","1","0"
"The Problem with Intelligence Its Value-Laden History and the Future of AI","Cave, Stephen","","","","PROCEEDINGS OF THE 3RD AAAI/ACM CONFERENCE ON AI, ETHICS, AND SOCIETY AIES 2020","2020","2020","","","","","","29","35","","10.1145/3375627.3375813","3rd AAAI/ACM Conference on AI, Ethics, and Society (AIES)","FEB 07-08, 2020","7","1.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","2"
"Taking back the Swedish night: making and reclaiming space","Sandberg, Linda; Coe, Anna-Britt","","","","GENDER PLACE AND CULTURE","JUL 2 2020","2020","27","7","","","","1044","1062","","10.1080/0966369X.2019.1693339","","","7","1.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","2"
""Do we teach subjects or students?" Analyzing science and mathematics teacher conversations about issues of equity in the classroom","Sparks, David M.; Pole, Kathryn","","","","SCHOOL SCIENCE AND MATHEMATICS","NOV 2019","2019","119","7","","","","405","416","","10.1111/ssm.12361","","","7","1.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","2","0"
"Science identity possibilities: a look into Blackness, masculinities, and economic power relations","Rosa, Katemari","","","","CULTURAL STUDIES OF SCIENCE EDUCATION","DEC 2018","2018","13","4","","","","1005","1013","","10.1007/s11422-018-9859-z","","","7","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","3","0"
"The Southern mind and the savage ideal: deconstructing identities of place in the Cracker State","Whitaker, Westry; Hardee, Sheri C.; Johnson, Lauren C.; McFaden, Kelly L.","","","","TEACHING EDUCATION","2018","2018","29","4","","","SI","407","420","","10.1080/10476210.2018.1513999","","","7","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","1","2","1"
"Written Out of Their Own Story: The Rhetorical Colonialism of Journalistic Practice","Lang, Martin J.","","","","COMMUNICATION STUDIES","2015","2015","66","1","","","","85","102","","10.1080/10510974.2013.867408","","","7","0.70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","2","1"
"Refugee Without Refuge: Wasim, Phillip Adams, and a Nation Divided","Pedersen, Anne; Fozdar, Farida","","","","JOURNAL OF PACIFIC RIM PSYCHOLOGY","2010","2010","4","1","","","SI","7","18","","10.1375/prp.4.1.7","","","7","0.47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","1","0","1","0","0","0","2","0","0","0","0","0"
"Please don't make me touch 'Em: Towards a critical race fanonianism as a possible justification for violence against whiteness","Curry, Tommy J.","","","VanderLinden, H","DEMOCRACY, RACISM, AND PRISONS","2007","2007","5","","","","","133","+","","10.5840/radphiltoday200758","7th Biennial Conference of the Radical-Philosophy-Association","NOV 02-05, 2006","7","0.39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","4","0","1","0","0"
"Storytelling as Pedagogy: The Power of Chemistry Stories as a Tool for Classroom Engagement","Collins, Sibrina; Steele, Tiffany; Nelson, Michelle","","","","JOURNAL OF CHEMICAL EDUCATION","JUN 21 2023","2023","100","7","","","","2664","2672","","10.1021/acs.jchemed.3c00008","","","6","3.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4"
"Disparities in Access and Quality of Obesity Care","Washington, Tiffani Bell; Johnson, Veronica R.; Kendrick, Karla; Ibrahim, Awab Ali; Tu, Lucy; Sun, Kristen; Stanford, Fatima Cody","","","","GASTROENTEROLOGY CLINICS OF NORTH AMERICA","JUN 2023","2023","52","2","","","","429","441","","10.1016/j.gtc.2023.02.003","","","6","3.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4"
"Exclusionary Behaviors Reinforce Historical Biases and Contribute to Loss of Talent in the Earth Sciences","Marin-Spiotta, Erika; Diaz-Vallejo, Emily J. J.; Barnes, Rebecca T. T.; Mattheis, Allison; Schneider, Blair; Berhe, Asmeret Asefaw; Hastings, Meredith G. G.; Williams, Billy M. M.; Magley, Vicki","","","","EARTHS FUTURE","MAR 2023","2023","11","3","","","","","","e2022EF002912","10.1029/2022EF002912","","","6","3.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2"
"What did the pandemic teach us about effective health communication? Unpacking the COVID-19 infodemic","Cooks, Eric J.; Vilaro, Melissa J.; Dyal, Brenda W.; Wang, Shu; Mertens, Gillian; Raisa, Aantaki; Kim, Bumsoo; Campbell-Salome, Gemme; Wilkie, Diana J.; Odedina, Folake; Johnson-Mallard, Versie; Yao, Yingwei; Krieger, Janice L.","","","","BMC PUBLIC HEALTH","DEC 13 2022","2022","22","1","","","","","","2339","10.1186/s12889-022-14707-3","","","6","2.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1"
"Ending racism is key to better science: a message from <i>Nature</i>'s guest editors","Nobles, Melissa; Womack, Chad; Wonkam, Ambroise; Wathuti, Elizabeth","","","","NATURE","OCT 20 2022","2022","610","7932","","","","419","420","","","","","6","2.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0"
"Integrating Antiracism, Social Justice, and Equity Themes in a Biochemistry Class","Hollond, Calder; Sung, Rou-Jia; Liu, Jane M.","","","","JOURNAL OF CHEMICAL EDUCATION","JAN 11 2022","2022","99","1","","","","202","210","","10.1021/acs.jchemed.1c00382","","","6","2.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0"
"Systemic, Racial Justice-Informed Solutions to Shift "Care" From the Criminal Legal System to the Mental Health Care System","Vinson, Sarah Y.; Dennis, Andrea L.","","","","PSYCHIATRIC SERVICES","DEC 2021","2021","72","12","","","","1428","1433","","10.1176/appi.ps.202000735","","","6","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","0"
"Discrimination and Psychosocial Engagement During the COVID-19 Pandemic","Inman, Elizabeth M.; Bermejo, Rosa M.; McDanal, Riley; Nelson, Brady; Richmond, Lauren L.; Schleider, Jessica L.; London, Bonita","","","","STIGMA AND HEALTH","NOV 2021","2021","6","4","","","","380","383","","10.1037/sah0000349","","","6","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0"
"Potential engineers: A systematic literature review exploring Black children's access to and experiences with STEM","London, Jeremi S.; Lee, Walter C.; Hawkins Ash, Chanee D.","","","","JOURNAL OF ENGINEERING EDUCATION","OCT 2021","2021","110","4","","","","1003","1026","","10.1002/jee.20426","","","6","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1"
"Contextualization of mathematics: which and whose world?","Rubel, Laurie H.; McCloskey, Andrea, V","","","","EDUCATIONAL STUDIES IN MATHEMATICS","JUN 2021","2021","107","2","","","","383","404","","10.1007/s10649-021-10041-4","","","6","1.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1"
"Thinking about Racism in Engineering Education in New Ways","Mejia, Joel Alejandro; Revelo, Renata A.; Pawley, Alice L.","","","","IEEE TECHNOLOGY AND SOCIETY MAGAZINE","DEC 2020","2020","39","4","","","","18","27","","10.1109/MTS.2020.3031776","","","6","1.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","1","1"
"STEM(ing) the Tide: A Critical Race Theory Analysis in STEM Education<SUP>1</SUP>","O'Hara, Robert M.","","","","JOURNAL OF CONSTRUCTIVIST PSYCHOLOGY","JUL 26 2022","2022","35","3","","","","986","998","","10.1080/10720537.2020.1842825","","","6","1.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","5","0"
"Social justice, race and class in education in England: competing perspectives","Parsons, Carl","","","","CAMBRIDGE JOURNAL OF EDUCATION","MAY 4 2019","2019","49","3","","","","309","327","","10.1080/0305764X.2018.1524848","","","6","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","0","0"
"The Process of Becoming: Identity Development of African American Female Science and Mathematics Preservice Teachers","Sparks, David M.","","","","JOURNAL OF SCIENCE TEACHER EDUCATION","2018","2018","29","3","","","","243","261","","10.1080/1046560X.2018.1436359","","","6","0.86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","3","0"
"Can we create ethnically diverse skeletal collection from donated bodies?","Weiss, Elizabeth","","","","ANTHROPOLOGISCHER ANZEIGER","2015","2015","72","1","","","","43","53","","10.1127/anthranz/2014/0433","","","6","0.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","2","1","0","0","0"
"Conforming to the rule of law: When person and human being finally mean the same thing in Fourteenth Amendment Jurisprudence","Lugosi, Charles I.","","","","ISSUES IN LAW & MEDICINE","FAL-SPR 2006","2006","22","2-3","","","","119","303","","","","","6","0.32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","0","1","0","1","0","0","0","0","0"
"The mental health of Asian American adolescents and young adults amid the rise of anti-Asian racism","Huynh, James; Chien, Jessie; Nguyen, Amy T.; Honda, Delanie; Cho, Emily EunYoung; Xiong, Maliya; Doan, Tran T.; Ngo, Thoai D.","","","","FRONTIERS IN PUBLIC HEALTH","JAN 13 2023","2023","10","","","","","","","958517","10.3389/fpubh.2022.958517","","","5","2.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2"
"Seen but unheard: navigating turbulent waters as Maori and Pacific postgraduate students in STEM","McAllister, Tara; Naepi, Sereana; Walker, Leilani; Gillon, Ashlea; Clark, Patricia; Lambert, Emma; McCambridge, Alana B.; Thoms, Channell; Housiaux, Jordan; Ehau-Taumaunu, Hanareia; Connell, Charlotte Joy Waikauri; Keenan, Rawiri; Thomas, Kristie-Lee; Maslen-Miller, Amy; Tupaea, Morgan; Mauriohooho, Kate; Puli'uvea, Christopher; Rapata, Hannah; Nicholas, Sally Akevai; Pope, Rere-No-A-Rangi; Kaufononga, Sangata A. F.; Reihana, Kiri; Fleury, Kane; Camp, Nathan; Carson, Georgia Mae Rangikahiwa; Kaulamatoa, Jasmine Lulani; Clark, Zaramasina L.; Collings, Mel; Bell, Georgia M.; Henare, Kimiora; Reiri, Kylie; Walker, Punahamoa; Escott, Kirita-Rose; Moors, Jaye; Wilson, Bobbie-Jo; Laita, Olivia Simoa; Maxwell, Kimberley H.; Fong, Stephanie; Parata, Riki; Meertens, Morgan; Aston, Connor; Taura, Yvonne; Haerewa, Nicole; Lawrence, Helena; Alipia, Theresa","","","","JOURNAL OF THE ROYAL SOCIETY OF NEW ZEALAND","DEC 30 2022","2022","52","","","1","SI","116","134","","10.1080/03036758.2022.2097710","","","5","1.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0"
"Community voices: Achieving real diversity in STEM requires the ability to transform institutions","Lerback, Jory C.; Holt, Monique M.; St Pierre, Gabriela A. Enriquez; Putman, Annie; Tulley-Cordova, Crystal L.; Smith, William A.; Caughman, Liliana; Alvarez, Stephanie","","","","NATURE COMMUNICATIONS","MAR 25 2022","2022","13","1","","","","","","1684","10.1038/s41467-021-27376-4","","","5","1.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0"
"Investigation of Differences in Allostatic Load among Black Men by Level of Educational Attainment: High School Graduates Experience the Highest Levels of Stress","Rogers, Charles R.; Moore, Justin X.; Gilmore, Danielle R.; Petersen, Ethan; Brooks, Ellen; Kennedy, Carson; Thorpe, Roland J., Jr.","","","","INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH","MAR 2022","2022","19","6","","","","","","3580","10.3390/ijerph19063580","","","5","1.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0"
